,yields
536,1.0000000000000828
537,4.565903762498753e-06
538,0.999999999168009
539,1.0000000048476614
540,1.0000000000006515
541,0.9977648538959658
542,5.377655123617263e-06
543,4.398378344256137e-06
544,1.967725232563778e-05
545,0.00010438345078639036
546,1.0000000008946848
547,1.0000000000128442
548,0.0001243268938838178
549,2.0584832390010636e-06
550,0.0008340442530349794
551,0.0007030662237668879
552,0.0036364755154081638
553,9.947419365334612e-06
554,1.1886197428135023e-06
555,0.0003342731656487147
556,0.9999999999090482
557,1.0000000000339333
558,4.906181675886192e-05
559,0.9999999494133068
560,6.620834783217017e-05
561,7.662458225594083e-06
562,1.9054065383907052e-06
563,4.1605440637457625e-05
564,0.0006212909521875957
565,6.007292441696849e-06
566,1.0000000000588023
567,1.00000000000284
568,7.047891816918324e-06
569,0.9999999587153765
570,1.6804528607794056e-07
571,4.70945957414234e-05
572,0.9999999684042516
573,0.08547235955028255
574,0.00010087080979482235
575,7.495544889258776e-05
576,1.0000000000602518
577,0.0003158107020431695
578,0.0002350521025855534
579,1.000000000032569
580,0.9350701054774653
581,0.00029740352858318076
582,0.0001474572231748837
583,1.0000000002116542
584,3.304024269741164e-05
585,3.531449679536911e-05
586,0.40709705556358894
587,1.000000000000026
588,0.0009327565679782614
589,1.4572759932433121e-05
590,1.7784153155737907e-05
591,0.6960893535502729
592,0.9901700343218209
593,1.0000000000003388
594,3.382571344487828e-05
595,1.742931234189863e-05
596,6.921748991113741e-05
597,0.7778907673370328
598,2.404965524524692e-05
599,1.0000000023654227
600,0.059314510704468526
601,1.000000000079408
602,0.9999213173516676
603,0.003894071564378791
604,0.9999999958625642
605,0.9999999999999694
606,0.009510216828497883
607,1.0000000063952235
608,0.9998997933356567
609,0.00010382393123916288
610,1.0000000007137806
611,0.0003299741023249079
612,1.0000000001951839
613,0.06142814416454288
614,0.017543273807799718
615,0.019723182497929415
616,0.9999996497723083
617,0.011444836607230561
618,0.999972055223995
619,0.0001112659056898794
620,0.0014588447580108407
621,0.9351514156432367
622,0.013956687738530673
623,8.298027705833695e-06
624,5.493083664254549e-05
625,1.0000000002776777
626,0.8032541646401568
627,0.01984015117696681
628,0.07959759430805009
629,0.0013501199857210693
630,0.999999953524308
631,9.83231044681362e-06
632,0.00011968079480896827
633,0.002083333952890517
634,0.00010356623480355344
635,1.0000000059386855
636,1.6757485192462346e-06
637,6.0838944225106565e-06
638,0.001283737454618011
639,3.2921673061377485e-06
640,0.3702234501996866
641,0.07281701187769993
642,1.7412663726690274e-06
643,0.9979826973700302
644,0.008311692923012428
645,0.0001653514714588238
646,0.9956796382552678
647,1.0000000000079274
648,1.0000000063014887
649,0.00030420359706997285
650,0.9999895028687124
651,1.0000000094572647
652,0.0006432369660067023
653,2.9107183973356647e-05
654,2.3245391214338497e-05
655,7.954373768882141e-06
656,1.9196569268530248e-05
657,6.819333427884562e-06
658,4.9787734295132385e-05
659,1.5393223134904715e-05
660,0.9999999189356866
661,8.062489754231474e-05
662,6.762399304343404e-05
663,1.546437063602107e-05
664,0.0192241929906486
665,0.0003102107794280712
666,0.383185951595038
667,0.9999999999992586
668,0.9998630328290564
669,0.0008435460085232585
670,0.9999999999999978
671,0.9996609404328424
672,0.7007111363912315
673,0.002404678732167092
674,0.015990549857770497
675,0.03199347748025665
676,1.000000006509763
677,0.0006462366082327734
678,0.01906499294361183
679,0.02161054687835381
680,0.2902715246880424
681,1.0000000000002818
682,1.0000000074849402
683,1.0911785109220193e-06
684,2.9343504501226954e-05
685,1.441767246241993e-06
686,0.0002291937720226872
687,0.0012877563948857542
688,7.303428339213003e-07
689,2.3137492673853895e-06
690,2.8343728873594936e-05
691,0.0004547362080905646
692,0.9999999999994578
693,0.0007436342460784658
694,0.0004032414363644282
695,1.0066734110323715e-05
696,1.4785552666612917e-05
697,1.000000001151276
698,1.000000003273269
699,1.00000000006875
700,0.0007365329674740446
701,0.004202453548478491
702,1.4746071407517358e-05
703,1.0000000048045457
704,5.387206904229589e-06
705,7.765994736078194e-05
706,0.0002779193848212914
707,0.6113996610078513
708,0.9919386953736873
709,1.0000000000067903
710,1.0000000000000828
711,1.582508473790887e-05
712,0.007886720700168923
713,1.000000000001362
714,0.0003167296927639596
715,0.9999999999999978
716,0.0001472124219209069
717,0.007009751575379908
718,1.0000000000275382
719,1.0000000002198965
720,0.221730427399886
721,4.187307708234073e-05
722,1.0000000000024705
723,0.9999974067897801
724,0.999999999882616
725,0.0036793705070023194
726,0.589549285028609
727,2.467145468319351e-06
728,4.4576970896917985e-06
729,1.0000000000002252
730,1.9097269534262453e-05
731,1.0000000005489915
732,0.000110227370061055
733,1.0000000000006797
734,1.5626355437378714e-05
735,0.9999999999887141
736,0.9999999761112386
737,0.9999999997779389
738,6.718103617624112e-06
739,3.3519109081393876e-05
740,1.0000000000004807
741,0.0014235326471100942
742,0.00017168499705263695
743,0.9995817238558168
744,1.0000000000716205
745,0.9999999999999978
746,1.000000000596484
747,6.941505334799431e-06
748,0.9999999999998842
749,0.007101171098346954
750,0.00027689308637197604
751,1.0000000001742229
752,1.9443215324237675e-05
753,3.231858677769756e-05
754,0.02048879002963247
755,8.058493753350664e-05
756,2.3426094704645727e-06
757,0.9999963192175235
758,4.089747361228711e-06
759,4.204273892460598e-05
760,9.071935117107155e-05
761,3.145584380536695e-05
762,1.5847610856795027e-05
763,0.9999999888410236
764,0.8424170712523283
765,0.9003127735072728
766,2.8539070250629602e-05
767,1.0000000000290732
768,0.0011947179106123983
769,3.11380997326519e-05
770,0.9999999999871655
771,0.02327851285204404
772,1.000000000000026
773,0.9999999999999978
774,0.9999985617654036
775,7.024767773274874e-05
776,0.9970743727302693
777,0.00025173708562874073
778,0.003564628988995471
779,1.9337460766348874e-05
780,1.486536442526726e-05
781,1.0000000001518548
782,1.0000000057216858
783,5.04107137171134e-06
784,0.17505044783534116
785,8.562935774813483e-06
786,1.0000000000235025
787,0.9999999999999978
788,3.769802478751014e-06
789,2.5562252473233557e-05
790,1.0000000061280023
791,0.9999044391011573
792,1.0000000007593404
793,0.9917632737763904
794,0.0039683575416815725
795,1.0000000084777958
796,1.000000008367946
797,1.0000000061637855
798,0.37687873626652674
799,1.0000000000013334
800,0.9999999999999978
801,0.8885634887128777
802,0.000639605131079301
803,0.00011803566565731337
804,0.025952095556956697
805,1.0000000001322156
806,1.7836172741803991e-06
807,0.9999999999731677
808,0.0003979139090345372
809,0.9995264969290304
810,0.9984449356372554
811,0.9999991583361487
812,0.9999999770942745
813,0.00015719820955101851
814,0.011094940930104939
815,0.999999983741956
816,2.5832912238084895e-06
817,0.8441362215412207
818,0.9999999999999694
819,0.00042861165639930564
820,1.0000000007377114
821,0.7500227370132465
822,0.0030640188792133123
823,1.0000000000000546
824,9.552239139581791e-05
825,0.9964358042784589
826,0.9699151521792424
827,1.0000000007817653
828,0.9999999999999978
829,0.00037376280433101133
830,0.999999980466638
831,0.000661520752758711
832,3.089796752015844e-05
833,0.002126009033048966
834,0.00010550262188755333
835,1.0000000000039766
836,2.280205728318407e-05
837,1.0981532141403601e-05
838,0.0006660299605938931
839,0.1329810097840363
840,0.012795246898682291
841,0.9999971743963664
842,1.0000000018582376
843,0.9999999995010262
844,0.013957015758949375
845,4.852601441319507e-06
846,0.00022685349514514058
847,1.000000000021797
848,2.6550407069111622e-05
849,1.757548859371053e-05
850,3.108182622840568e-05
851,0.9781945145033016
852,0.00011881172045549474
853,0.9999179395031594
854,1.5898267361384736e-05
855,6.617443295191208e-06
856,0.9999999999998842
857,7.746780020165031e-05
858,3.2299621864556976e-06
859,1.0000000000466094
860,3.519495549914837e-05
861,0.42947589395351593
862,2.897609062333962e-06
863,1.0000000000172213
864,0.0002009286761380854
865,0.9999999999546652
866,0.9999999999999694
867,9.2029874703372e-05
868,1.000000000000026
869,1.0000000044754223
870,0.0004713354656027616
871,0.00012603104613605448
872,3.261656711728826e-06
873,0.0001300334243878742
874,0.3162298264882315
875,1.0000000000009073
876,1.0000000004950187
877,0.9999999999999694
878,9.7079374385625e-07
879,0.005576351404037388
880,1.0000000000077283
881,1.0000000008452878
882,8.34808832511868e-06
883,0.0032172753214816186
884,2.2905040593760983e-05
885,0.9999999966734356
886,0.00011400113139169965
887,0.009698404478131424
888,0.00013209797168541856
889,0.9999999999999408
890,0.00010539443954321795
891,0.6501026959929044
892,0.09987495970753257
893,2.741593533579166e-05
894,1.0000000065076027
895,1.9768980023905596e-05
896,0.9999990224850772
897,0.0066461051246173375
898,5.2217562385322946e-06
899,0.0003049538838865771
900,0.9980960619750683
901,0.9416131269614447
902,1.000000000065112
903,0.9999999999889133
904,0.7743539587035301
905,1.0000000000001115
906,8.545773719951612e-07
907,6.840839173614573e-05
908,0.9999290093601572
909,2.053689645668784e-05
910,1.0000000000000546
911,0.9999999791012307
912,0.999999997224831
913,2.242315467268911e-05
914,1.0000000019225843
915,1.9750357838479702e-05
916,0.9856093136644858
917,0.44938054292009183
918,7.986096595550262e-06
919,0.04025941173677937
920,1.0000000000014473
921,1.572757140872702e-05
922,1.0000000000009923
923,6.296696218530542e-05
924,5.3986333154575746e-05
925,1.0000000001497233
926,0.2174422288967587
927,0.00035161738449738817
928,1.0000000000059093
929,1.0000000002540879
930,0.0031049268572963568
931,0.13269684969228943
932,0.999117226953199
933,8.8737429952853e-05
934,0.999999876896231
935,1.928802125183403e-05
936,0.003176153554221288
937,0.9999934178626291
938,0.9999999999999408
939,0.0014409954914554849
940,7.60484046779985e-05
941,5.8428946369558406e-05
942,1.731494166888572e-05
943,1.00000000000122
944,0.5457802900268909
945,0.886358732098407
946,5.449296326661261e-05
947,7.0693150605374325e-06
948,1.000000000000623
949,0.9999999974150149
950,1.0000000032722745
951,1.000000000070995
952,2.3561571906981306e-07
953,0.9999920452151553
954,0.9998041098091325
955,3.087930482263297e-05
956,4.419726515582464e-06
957,1.0283234000590724e-05
958,0.9194327088030508
959,2.582239579064845e-05
960,2.3633381880696692e-06
961,1.0000000000002252
962,0.00024127664255568334
963,1.0000000000045168
964,1.0051354584364692e-05
965,0.9999999819531218
966,5.822230545652016e-06
967,0.9723146608370447
968,0.9999993140295713
969,0.9999999999999694
970,0.9999999999999408
971,0.0003035971982835771
972,0.0006815847090559814
973,0.0002270446083822697
974,4.131482673156622e-06
975,0.0036998999890012953
976,4.662502964196482e-06
977,0.03205220552116294
978,1.0000000000050284
979,1.000000002254294
980,0.3032010087761273
981,0.002035357870753595
982,1.0743486167860544e-06
983,1.0000000073983961
984,1.0000000042492707
985,0.9999999981319807
986,1.9359348022861518e-05
987,1.000000004707784
988,0.00010801864380201424
989,1.4217389619401988e-05
990,0.00019127555177475062
991,7.627838935455293e-05
992,4.139571298458245e-05
993,1.000000000047547
994,6.439237541802462e-05
995,0.0004046619806474418
996,0.0006792223651851928
997,1.2172606588708726e-05
998,1.855469490907583e-05
999,9.505969503855853e-06
1000,0.9999825711368083
1001,1.0000000007115066
1002,0.004631065114585861
1003,0.3474081823824856
1004,0.9997804918800772
1005,0.0012861307119396892
1006,1.0000000002443676
1007,1.964686478505321e-06
1008,1.0000000072325839
1009,0.9999999999999408
1010,0.013265989604094471
1011,0.0002599618302684244
1012,1.6843602018707252e-05
1013,3.0625671380727494e-05
1014,5.6995644575986355e-05
1015,1.9314408960646128e-05
1016,0.005177013016064232
1017,0.9997750718214274
1018,0.9852931024035971
1019,1.2875766786890098e-05
1020,2.6834144383602377e-06
1021,0.020429652597266135
1022,0.9999987716644501
1023,0.9999999999999978
1024,1.1114659831621344e-05
1025,2.107482930736129e-05
1026,1.000000000000026
1027,0.00023692912248026064
1028,0.9768173651787896
1029,5.063463125521977e-06
1030,1.0000000000049147
1031,1.0000000000005946
1032,1.00000000000014
1033,1.000000000051839
1034,1.0000000000102296
1035,0.0001304381714855226
1036,5.727182805155451e-06
1037,4.178045892294838e-05
1038,3.8224946548599245e-05
1039,1.0000000000011062
1040,1.000000000000623
1041,1.0000000004974912
1042,9.140949961265389e-05
1043,2.7063357216917597e-05
1044,1.0000000000255487
1045,0.999786358977784
1046,7.01123215501353e-05
1047,1.0000000000001115
1048,1.0000000000004239
1049,0.00030162152084659135
1050,0.9999992972652936
1051,0.09983106828812927
1052,0.005128697518616392
1053,0.0005711421639462609
1054,2.4480381869909456e-05
1055,0.00019243840275558977
1056,0.0005086417921724139
1057,0.04645347849866094
1058,0.0001936159824615662
1059,0.9999999999999408
1060,0.003308048494676381
1061,0.03371106764678727
1062,1.789181314085763e-05
1063,0.013896983380153263
1064,1.000000000167913
1065,0.9999249399353116
1066,0.9998911528378491
1067,1.706346190003911e-05
1068,1.0000000000017883
1069,0.9385632035707253
1070,4.49170065065522e-06
1071,6.0429289143352226e-05
1072,0.9999999997089025
1073,2.7177928882864188e-06
1074,1.0000000000380542
1075,0.7802049454749591
1076,4.088853204592121e-05
1077,0.9999985220094159
1078,0.9999999999999978
1079,2.1869920928898936e-05
1080,0.0051611010344138055
1081,0.0026163280755412714
1082,5.419736235036399e-05
1083,1.0361528727903444e-05
1084,0.0027626381987301066
1085,2.0681619490482227e-06
1086,8.020686266510661e-05
1087,1.0000000000069043
1088,0.0005298941932907131
1089,1.017116554322944e-05
1090,2.5344538148226627e-05
1091,9.582829739865683e-06
1092,0.9999976347453793
1093,0.0013157017803785674
1094,0.9999999999999694
1095,0.999999981518085
1096,0.00010229740874923425
1097,1.0000000012447547
1098,8.423126632674e-06
1099,5.763300444871298e-06
1100,0.9999544559058187
1101,1.0000000000000546
1102,0.8720742398380249
1103,7.324147880822037e-06
1104,0.001150123225320745
1105,0.0005715835373220944
1106,3.397786511916693e-05
1107,9.351347435280808e-07
1108,0.09137778435736485
1109,1.8760266926986698e-06
1110,0.0007558817329592715
1111,0.0024815911416917265
1112,0.058901643413510486
1113,0.00013450948080703117
1114,0.9999999990694425
1115,0.001142700899067809
1116,1.000000001044865
1117,1.0000000031817087
1118,0.9999999999999408
1119,0.8256457300129822
1120,5.607269396641912e-06
1121,2.223796338948388e-05
1122,0.00017835332645193142
1123,3.338701032031769e-05
1124,4.159399885509012e-05
1125,0.9999944544117042
1126,0.001947606898957401
1127,0.9999999835329001
1128,0.0006783199582127065
1129,0.9999999933115168
1130,1.0000000022723419
1131,1.8629432652093388e-06
1132,0.002967102490157695
1133,0.9999790859738137
1134,0.030757878186056294
1135,2.7602428864050374e-06
1136,0.0001565870030653083
1137,0.0056838451876597244
1138,6.471070357789791e-06
1139,0.0002583962333319593
1140,1.0000000000024134
1141,0.709260846016898
1142,1.0000000000099738
1143,0.0017297556447695818
1144,0.003987996837733128
1145,4.370171965471233e-05
1146,2.2017590429760282e-05
1147,0.9999719560521295
1148,0.00021561741976097918
1149,0.029287211968595035
1150,0.9770260714376922
1151,6.908107555605987e-06
1152,6.980065489868918e-05
1153,0.002425336391768152
1154,1.0000000000000546
1155,1.2334392061392184e-06
1156,1.0000000072636772
1157,8.436659291403381e-05
1158,0.0008899816112663908
1159,1.0000000004388574
1160,0.9991913382320144
1161,0.0001463393078290745
1162,5.665248459611571e-06
1163,1.0000000000007365
1164,0.9999999998825875
1165,0.011666993612326336
1166,0.9554675688416236
1167,1.086429558193386e-05
1168,2.3135481250138164e-05
1169,1.8603638316461127e-06
1170,1.0000000000053126
